id,prodid,imageurl
518,158,//img.tatacliq.com/images/i8/437Wx649H/MP000000012806734_437Wx649H_202204131853003.jpeg
519,159,//img.tatacliq.com/images/i8/437Wx649H/MP000000012806735_437Wx649H_202204131853003.jpeg
520,160,//img.tatacliq.com/images/i7/437Wx649H/MP000000011592880_437Wx649H_202112282304423.jpeg
521,161,//img.tatacliq.com/images/i7/437Wx649H/MP000000011592902_437Wx649H_202112282308103.jpeg
522,162,//img.tatacliq.com/images/i8/437Wx649H/MP000000012806910_437Wx649H_202204131902373.jpeg
523,163,//img.tatacliq.com/images/i7/437Wx649H/MP000000011151260_437Wx649H_202111131649193.jpeg
524,164,//img.tatacliq.com/images/i8/437Wx649H/MP000000011151251_437Wx649H_202206270425153.jpeg
525,165,//img.tatacliq.com/images/i8/437Wx649H/MP000000014993899_437Wx649H_202210231127583.jpeg
526,166,//img.tatacliq.com/images/i8/437Wx649H/MP000000014993602_437Wx649H_202210231110233.jpeg
527,167,//img.tatacliq.com/images/i8/437Wx649H/MP000000014183100_437Wx649H_202208201728333.jpeg
528,168,//img.tatacliq.com/images/i7/437Wx649H/MP000000011151312_437Wx649H_202111131652083.jpeg
529,169,//img.tatacliq.com/images/i8/437Wx649H/MP000000014982916_437Wx649H_202210230150403.jpeg
530,170,//img.tatacliq.com/images/i8/437Wx649H/MP000000014982743_437Wx649H_202210230142013.jpeg
531,171,//img.tatacliq.com/images/i8/437Wx649H/MP000000014995826_437Wx649H_202210231318163.jpeg
532,172,//img.tatacliq.com/images/i7/437Wx649H/MP000000008601788_437Wx649H_202101200056533.jpeg
533,173,//img.tatacliq.com/images/i7/437Wx649H/MP000000008601718_437Wx649H_202101200052533.jpeg
534,174,//img.tatacliq.com/images/i8/437Wx649H/MP000000013559569_437Wx649H_202206240915413.jpeg
535,175,//img.tatacliq.com/images/i8/437Wx649H/MP000000014532890_437Wx649H_202209181953273.jpeg
536,176,//img.tatacliq.com/images/i8/437Wx649H/MP000000014995231_437Wx649H_202210231249063.jpeg
537,177,//img.tatacliq.com/images/i7/437Wx649H/MP000000010527736_437Wx649H_202109081116493.jpeg
538,178,//img.tatacliq.com/images/i8/437Wx649H/MP000000013145393_437Wx649H_202205151835583.jpeg
539,179,//img.tatacliq.com/images/i8/437Wx649H/MP000000014995274_437Wx649H_202210231251143.jpeg
540,180,//img.tatacliq.com/images/i8/437Wx649H/MP000000014995268_437Wx649H_202210231251073.jpeg
